acs_code,acs_title,eloundou_mean,handa_mean,handa_auto_mean,eisfeldt_mean,occ_top5_mean,eloundou_std,handa_std,handa_auto_std,eisfeldt_std
6206,Marketing,0.47337393256841115,0.2583821778506488,0.3421915928325177,0.3071810281812727,0.25835099535802986,0.5918351409631027,1.506794182158942,0.1638278773502132,0.5808897341874013
6207,Finance,0.5005124072880864,0.2790397298735056,0.34629312291299247,0.34915647773846054,0.27638235457720606,0.9791910911255263,1.8699598980100036,0.21412853699799245,1.2142148468444234
6209,Human Resources and Personnel Management,0.45760513515681084,0.18362902975074194,0.3934915321047388,0.29784322867278407,0.19176195797825293,0.3667621563026631,0.1926123027288364,0.7929640130493693,0.4400011198171103
6210,International Business,0.4721643734160144,0.23188028510375763,0.35279813567582996,0.31028074224183255,0.2631936455095097,0.5745707243150068,1.0408832726676542,0.2939052121821165,0.6276581852062295
6211,Hospitality Management,0.41244119551331715,0.15634962388913465,0.34874159941732846,0.24843746534871963,0.15315841470670108,-0.277876901,-0.286967511,0.24415635122431972,-0.305432484
6212,Management Information Systems and Statistics,0.5649223304305147,0.258693139,0.3636871758076933,0.41891785295084943,0.48252191042855996,1.8985340990299322,1.512260965553574,0.42744705896054264,2.2667736944942005
6299,Miscellaneous Business,0.4641811696937128,0.22431381031530406,0.34589258928510785,0.302519611,0.23680847179112652,0.4606239570359158,0.9078624660407449,0.20921644192653996,0.5105583267552808
6402,History,0.41508006983825585,0.17096191421319373,0.36410880999648865,0.25671779094870956,0.20172768089082577,-0.240211421,-0.030079238,0.4326179287116694,-0.180499024
3600_5200,Biology/Psychology,0.3971253204040927,0.15623615657635737,0.33388800018713366,0.237686417,0.1728653118024608,-0.496485184,-0.288962299,0.06199364,-0.467644183
5200_5301,Psychology/Criminal Justice and Fire Protection,0.38655682026349847,0.15061376231114462,0.34912389358581947,0.23160218913617925,0.17059060763084602,-0.647332696,-0.38780561,0.24884475981265097,-0.559442943
5200_5507,Psychology/Sociology,0.40076027233956885,0.16378967576326064,0.3412511367273209,0.24374999906447525,0.18405812740548902,-0.444602376,-0.156169256,0.15229423952895746,-0.376156922
5501_6207,Economics/Finance,0.4991753265674132,0.2657200808617195,0.3500742654374152,0.34828670039404075,0.28028694492889583,0.9601065191902899,1.635796631089607,0.26050000312624233,1.2010916560161584
5506_6402,Political Science and Government/History,0.4403953047046177,0.19129562767025993,0.36310786317810934,0.2874892895613566,0.23258638504182647,0.1211208556841568,0.3273933028445979,0.42034244023567185,0.2837810025017532
6201_6207,Accounting/Finance,0.5005772951148022,0.2763220447999293,0.36203611444494327,0.3506156538131775,0.2235076848537475,0.980117255,1.8221822114713928,0.4071986457986736,1.2362308791122256
6203_6201,Business Management and Administration/Accounting,0.477029292,0.23782017805780373,0.361191584,0.3173696007902512,0.22276192962728608,0.644009236,1.1453083020393826,0.3968414255393839,0.7346148035664529
6203_6206,Business Management and Administration/Marketing,0.4677406184327192,0.233990413,0.3469556383550523,0.3016805602922191,0.25734644401385076,0.5114290838012993,1.0779799244932855,0.22225354476548176,0.49789873630052695
6207_6212,Finance/Management Information Systems and Statistics,0.5087007356846956,0.2764634145889185,0.3478874229542592,0.3580222048915221,0.3025885398432489,1.0960656671314863,1.8246675330894226,0.23368083630550218,1.3479808388047796
